"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"pp[3,52]",0.998654896074407,0.00232216817107125,0.991721626376911,0.998539554231167,0.999387340299162,0.999774733276979,0.999962071334208,1.08146716830194,86
"pp[1,53]",2.01428429509456e-06,8.23361905012043e-06,6.76342891174961e-13,1.24430778871064e-09,9.67828704885777e-09,8.12736477517762e-08,2.37359879724874e-05,1.35157516512495,10
"pp[2,53]",0.0015010597405212,0.0025352835219867,4.51273560376042e-05,0.000261491833183703,0.000697988638892516,0.0016475577303001,0.00908154477109832,1.0710464596173,39
"pp[3,53]",0.998496925975184,0.0025367307793523,0.990918195098846,0.998351833892928,0.99930158563633,0.999737682644906,0.999954872607918,1.07944986116021,85
"pp[1,54]",2.40151267942532e-06,9.74907641664273e-06,9.93317238624353e-13,1.66728330954323e-09,1.27168427761042e-08,1.04958092268274e-07,2.81107546800293e-05,1.35191807784753,10
"pp[2,54]",0.00167783179986694,0.00277018669598581,5.32022772078686e-05,0.000305735116912547,0.000798467624724558,0.00185741777225371,0.0100201891042939,1.07079818149533,39
"pp[3,54]",0.998319766687454,0.00277191846962639,0.989979528476884,0.998137767157228,0.999201531113137,0.999694262175956,0.99994679737805,1.07748734482858,85
"pp[1,55]",2.86374607458789e-06,1.15448585802538e-05,1.50337993269706e-12,2.26859143646372e-09,1.6685370158491e-08,1.32847275994259e-07,3.36570396086478e-05,1.3522555338957,10
"pp[2,55]",0.00187611901867023,0.00302768500099495,6.39082048578438e-05,0.000356341934385826,0.000914308932358537,0.00209358433145214,0.0109177247650118,1.07053268635967,39
"pp[3,55]",0.998121017235255,0.00302975692205997,0.98908189217276,0.997897512913219,0.999084963485019,0.999643656667138,0.999935993954003,1.07557661176863,85
"pp[1,56]",3.41563013492862e-06,1.36730492304219e-05,2.26126941251514e-12,3.06017298908179e-09,2.19913711820281e-08,1.71367632784558e-07,4.00367049659857e-05,1.35258677550668,10
"pp[2,56]",0.00209861535071188,0.0033099914646181,7.60978420439323e-05,0.000414411364492263,0.00104518765048955,0.00236659204528912,0.0121264400458099,1.07024890563061,39
"pp[3,56]",0.997897969019153,0.00331246994699353,0.987870633759726,0.997625644358293,0.998952248899791,0.999585567138023,0.999923900433399,1.07371454446622,84
"pp[1,57]",4.07469445819558e-06,1.61954395259236e-05,3.41997854379117e-12,4.15275517637015e-09,2.8857977601737e-08,2.20030173671914e-07,4.77377998953742e-05,1.35291098152756,10
"pp[2,57]",0.00234835946777975,0.00361953361508017,9.0154362343793e-05,0.000485318231571249,0.00119056095816975,0.00266531624826246,0.0131714170819839,1.06994570776796,39
"pp[3,57]",0.997647565837762,0.00362249791553442,0.986825006543172,0.997328201058926,0.998807936514202,0.999514629751206,0.99990984335545,1.07189795708554,84
"pp[1,58]",4.86192531731741e-06,1.91853382535148e-05,5.00332843979763e-12,5.57654684772119e-09,3.78106263508923e-08,2.80351028981126e-07,5.70116082332033e-05,1.35322726207701,10
"pp[2,58]",0.00262877934471049,0.00395897297068133,0.000106807075268729,0.000563623650874543,0.00136020845224857,0.00299721505054664,0.0143012811552616,1.0696218955454,40
"pp[3,58]",0.997366358729972,0.00396251763310232,0.985694369506248,0.996993593419198,0.998638986466443,0.99943637632149,0.999893189903016,1.07012363594369,84
"pp[1,59]",5.80245303433941e-06,2.27297179024668e-05,7.6262649733063e-12,7.50665862827844e-09,5.01303488464481e-08,3.6179062585655e-07,6.8196433742459e-05,1.35353465270418,10
"pp[2,59]",0.0029437425540385,0.00433122594763296,0.000126542806414115,0.000656075683393726,0.00155623582512438,0.0033793376566235,0.0158193766524736,1.06927620342622,40
"pp[3,59]",0.997050454992927,0.00433546369987769,0.984165534745805,0.996612471786149,0.998441569640222,0.999343922002399,0.999873453015086,1.06838837828753,84
"pp[1,60]",6.92637708318416e-06,2.69317580416584e-05,1.16279746789696e-11,1.00744689027737e-08,6.61915330434634e-08,4.68443487914525e-07,8.15680932138662e-05,1.35383210798921,10
"pp[2,60]",0.00329761296220303,0.00473948620064267,0.000152040021990825,0.000757495488532028,0.00177725388974076,0.00380216475010209,0.0173059904885246,1.06890729509736,40
"pp[3,60]",0.996695460660714,0.00474455138372366,0.982693209900005,0.996175968066337,0.9982203885582,0.99924226677546,0.999847838205418,1.06668902890237,84
"pp[1,61]",8.26975666577479e-06,3.1913858194715e-05,1.77462979775754e-11,1.35802531841513e-08,8.74180024187554e-08,6.00195877102288e-07,9.76012552133069e-05,1.3541184945226,10
"pp[2,61]",0.00369531458883143,0.00518724838414741,0.000181771473370208,0.000881355325664015,0.00203298881026438,0.00430496121529007,0.019007642813474,1.06851376123002,40
"pp[3,61]",0.996296415654503,0.00519330100616667,0.980971196727517,0.995685000416229,0.997962917685951,0.999118643340265,0.999818228253501,1.06502251413089,84
"pp[1,62]",9.87580009747454e-06,3.78212049606226e-05,2.55967354718227e-11,1.8396066959971e-08,1.15380272373536e-07,7.69803365988985e-07,0.000116778650447938,1.35439258319243,10
"pp[2,62]",0.0041424034623607,0.00567833328737533,0.000215296703190944,0.00102131569104893,0.00231775103207689,0.00483788398823255,0.0210580037544993,1.06809411754893,40
"pp[3,62]",0.995847720737542,0.00568556380885565,0.978940809722251,0.995140152671532,0.99767758527961,0.998978560345861,0.999784541196552,1.06338587292712,84
"pp[1,63]",1.17962930454998e-05,4.48259926423409e-05,3.64062999560936e-11,2.47127266313532e-08,1.51916776343369e-07,9.82629318854597e-07,0.000139646640059288,1.3546530406999,10
"pp[2,63]",0.00464514837737486,0.00621691425161517,0.000256656925146458,0.00118653492871842,0.0026427892623665,0.00546402372551428,0.0230421936360431,1.0676468033071,41
"pp[3,63]",0.99534305532958,0.00622554922468651,0.976936667114644,0.99451248974703,0.997347063214639,0.998813301517368,0.999743239709178,1.06177628461577,85
"pp[1,64]",1.40933137043995e-05,5.31324133477603e-05,5.28071166871953e-11,3.29674921569822e-08,2.01157121880966e-07,1.24561593344047e-06,0.000167046983622254,1.35489842021333,10
"pp[2,64]",0.00521062152889917,0.00680754472101958,0.000304880400977429,0.0013731403227062,0.00302160656054204,0.00617674764572162,0.0251383147231154,1.06717018028093,41
"pp[3,64]",0.994775285157396,0.00681785342223024,0.974846790462831,0.993776389963625,0.996972642193337,0.998624089606658,0.999695017792221,1.06019109306872,85
"pp[1,65]",1.68412926213436e-05,6.29825516311495e-05,7.57935356221858e-11,4.41254767934734e-08,2.60712610731472e-07,1.58932593817925e-06,0.000198260984246921,1.35512715105995,10
"pp[2,65]",0.00584680006279597,0.0074551867064248,0.000360537321675959,0.00159895951361501,0.00346522043362774,0.00700148468291092,0.0276006271058115,1.06666253241937,41
"pp[3,65]",0.994136358644583,0.0074674889215761,0.972294814557196,0.992984511105687,0.996529492424035,0.99839760416685,0.999639058106638,1.05862782705246,85
"pp[1,66]",2.01294864011585e-05,7.46633404383758e-05,1.12368673725468e-10,5.90002714872691e-08,3.41376836391071e-07,2.02607237966478e-06,0.000233922829894702,1.35533752734304,10
"pp[2,66]",0.00656267963423917,0.00816523985207709,0.000424728303728607,0.00185611175999261,0.00394534264162736,0.00794494146279307,0.0303942693473161,1.0661220663032,41
"pp[3,66]",0.99341719087936,0.00817991499106502,0.969471323408071,0.992023089601065,0.996049476222592,0.998142844541624,0.999575227012,1.05708421654095,85
"pp[1,67]",2.40649482781317e-05,8.85147595434492e-05,1.68764386047862e-10,7.88135094346097e-08,4.47226945333896e-07,2.61948519065055e-06,0.000278392037168752,1.35552769535911,10
"pp[2,67]",0.00736840110107924,0.00894357068440533,0.000508228053134829,0.00214719118861031,0.00451265736752139,0.00899595203002575,0.0336875570315601,1.06554691259409,42
"pp[3,67]",0.992607533950643,0.00896106842398727,0.966310476120681,0.990990848941754,0.995479629995374,0.997852770022446,0.999491560461197,1.05555820483505,86
"pp[1,68]",2.87760949472085e-05,0.00010493948486771,2.5274361262359e-10,1.0505562658472e-07,5.93970858345842e-07,3.40803396437261e-06,0.00032775451888939,1.35569563967683,10
"pp[2,68]",0.00827539148650655,0.00979654148618653,0.000602562531833244,0.00251067322348044,0.00515687963673199,0.0101972747272675,0.0373251334383329,1.06493512867928,42
"pp[3,68]",0.991695832418546,0.00981739415793334,0.96267218459575,0.989794156523865,0.994820696908472,0.997483742083906,0.999397402592392,1.05404795638443,86
"pp[1,69]",3.44169885732536e-05,0.000124414226969844,3.78521872478831e-10,1.40392233951132e-07,7.86291198095341e-07,4.41758918787101e-06,0.000391509092521096,1.35583916772628,10
"pp[2,69]",0.00929652031360965,0.0107310380742525,0.000716634655925889,0.00289927902745867,0.00592023217269294,0.0114788465180439,0.0410555071814981,1.06428470274526,42
"pp[3,69]",0.990669062697817,0.0107558750323001,0.958926586645364,0.988493842269393,0.994076547845689,0.997089463198803,0.999282788910021,1.05255186027989,87
"pp[1,70]",4.11724760839426e-05,0.000147503029295696,5.66486764982425e-10,1.88285197760424e-07,1.02730354204367e-06,5.66220418698293e-06,0.000467532456259509,1.35595589273487,10
"pp[2,70]",0.0104462723273779,0.0117544955594725,0.000856122739560442,0.00334245478520484,0.00675282235510591,0.0129804777857961,0.0454702295698239,1.06359355954306,43
"pp[3,70]",0.989512555196538,0.0117840597760518,0.954524466778438,0.986929759537013,0.99320619964496,0.996647144243177,0.999143693216186,1.05106852948051,87
"pp[1,71]",4.92643553118995e-05,0.000174872830903069,8.51282621363253e-10,2.55532404228332e-07,1.37065689024384e-06,7.28178886909618e-06,0.00055814047952605,1.35604321483588,10
"pp[2,71]",0.0117409374570652,0.0128749209289353,0.00101517809707745,0.00384843087037919,0.0077460098930815,0.0146172887171646,0.0502574134912849,1.06285956813654,43
"pp[3,71]",0.988209798187623,0.0129100880722482,0.949733461720111,0.985289327092445,0.992234550058834,0.996145405212398,0.998984625020242,1.04959679597209,88
"pp[1,72]",5.89587699696096e-05,0.000207311633349896,1.26388843196441e-09,3.41978677561528e-07,1.79819938234167e-06,9.30497297176704e-06,0.000672896253786261,1.35609830016925,10
"pp[2,72]",0.0131988186077557,0.0141009110066341,0.00120826984038373,0.00445501462792931,0.00884421695616734,0.0165212653880942,0.0552476450382751,1.06208055195379,44
"pp[3,72]",0.986742222622275,0.0141427112516472,0.944524784517505,0.98334217938455,0.991080934357784,0.995530774992973,0.998791463246314,1.04813570222981,89
"pp[1,73]",7.05750735692571e-05,0.000245749645738045,1.7911615944622e-09,4.54017202238898e-07,2.35846679770659e-06,1.19192830086909e-05,0.000802379789586561,1.35611805779331,10
"pp[2,73]",0.0148404574720049,0.0154416640150773,0.0014331963278502,0.00516402023122962,0.0100977696885828,0.0186533302806068,0.0606233773275291,1.06125430148709,44
"pp[3,73]",0.985088967454426,0.0154913068181411,0.939347703870018,0.981247194788735,0.989806331025728,0.99483041645817,0.998566764143523,1.04668448958943,89
"pp[1,74]",8.4496447048478e-05,0.000291283813319414,2.63802898594126e-09,6.09231876005391e-07,3.0866255811577e-06,1.53317050095978e-05,0.000953460446325331,1.35609911423531,10
"pp[2,74]",0.0166888779803981,0.0169069825709148,0.00171164928460974,0.00598499020673828,0.0115291222829187,0.0211099957481804,0.0666629347338627,1.06037859000773,45
"pp[3,74]",0.983226625572553,0.0169658845970974,0.933312644461496,0.978784309502169,0.988350126743113,0.993985853983791,0.998287870275975,1.04524258442042,90
"pp[1,75]",0.000101182606876315,0.000345206160479142,3.99242860770628e-09,8.11211904657285e-07,4.04138329739346e-06,1.96401921165812e-05,0.00112908446781116,1.35603778553043,10
"pp[2,75]",0.0187698462147969,0.0185072654982005,0.00201876728869831,0.00689615776651412,0.0131484409974922,0.0238271729171162,0.0729063006455395,1.05945119267456,45
"pp[3,75]",0.981128971178327,0.018577081817255,0.926819544899829,0.976034261521001,0.986700886336892,0.993048361282726,0.99798030136856,1.04380958333815,91
"pp[1,76]",0.000121185000633369,0.00040903639408919,6.04107755126335e-09,1.0784687160359e-06,5.28990325256482e-06,2.52098108839722e-05,0.00134485874722273,1.35593004664056,10
"pp[2,76]",0.0211121445313258,0.0202534853293997,0.00236989203185904,0.00795815465154206,0.015098822917064,0.0268744618565607,0.0802439829486528,1.05846990941612,46
"pp[3,76]",0.978766670468041,0.0203361438815142,0.919728432968289,0.972870208506596,0.984823954003264,0.991983735312335,0.997629126080174,1.04238523906984,92
"pp[1,77]",0.000145164956268017,0.00048455921263244,8.80100183302597e-09,1.45307493800117e-06,6.93601074527999e-06,3.25086372315542e-05,0.00160067167957893,1.35577149821117,10
"pp[2,77]",0.0237478562132077,0.0221571477835488,0.00279593747458258,0.00921425181051424,0.0171440370954267,0.0302948002522034,0.0876736461979967,1.05743259195051,47
"pp[3,77]",0.976106978830524,0.0222548869460959,0.912028086332352,0.969393089564607,0.982648674273058,0.990737806158463,0.997203781619159,1.04096944896053,93
"pp[1,78]",0.000173915330061572,0.000573866743092484,1.31464760838416e-08,1.95631528760426e-06,9.1164693600286e-06,4.18028563429492e-05,0.00189882175010851,1.35555733072667,10
"pp[2,78]",0.0267126551185263,0.024230228860236,0.00329433806181812,0.0106863140065686,0.0196746398464255,0.0343419004582698,0.0962932537706183,1.05633717526973,47
"pp[3,78]",0.973113429551412,0.0243456377056727,0.903510957271367,0.965293789602636,0.980156932055393,0.989249870044907,0.996690830271935,1.03956224839665,94
"pp[1,79]",0.000208386287152026,0.000679406472748947,1.96239243671544e-08,2.62190442044083e-06,1.19462389248066e-05,5.36640620813313e-05,0.00221004224746426,1.35528228627017,10
"pp[2,79]",0.0300460924199582,0.0264850844635568,0.00392495206454966,0.0123532120624606,0.0224852989362781,0.0387074090260761,0.106391846847793,1.0551817138497,48
"pp[3,79]",0.96974552129289,0.0266211449680199,0.893587312837771,0.960886973591692,0.977381308889628,0.987550173442064,0.996071819480635,1.03816381152827,95
"pp[1,80]",0.000249715947181841,0.000804034946533968,2.92613360898461e-08,3.52437304468085e-06,1.55775872705536e-05,6.87321305747748e-05,0.00260664849577206,1.35494061829527,10
"pp[2,80]",0.0337918695654324,0.0289343266651143,0.00465341675405402,0.0142880935105692,0.0256140050258213,0.043811727277964,0.117100354038687,1.05396442274723,49
"pp[3,80]",0.965958414487386,0.0290944566870064,0.882849112668741,0.95585469980928,0.974272188489692,0.985596746932834,0.995333487285164,1.03677446143687,96
"pp[1,81]",0.000299266735469062,0.00095107735109185,4.35511945078211e-08,4.6887303809654e-06,2.02904545856593e-05,8.76989555071955e-05,0.00315102226044751,1.35452605008421,10
"pp[2,81]",0.0379980829400491,0.031590659816827,0.00547989668293823,0.0164269974820377,0.0291636890336308,0.0494776597529974,0.126884548860852,1.05268372360449,50
"pp[3,81]",0.961702650324482,0.0317787550944839,0.872721806138862,0.950076591710916,0.970571331779532,0.983446862597608,0.994517842714125,1.03539469114555,97
"pp[1,82]",0.000358668395244671,0.00112439289223275,6.08310620483719e-08,6.1716269852809e-06,2.64372515695569e-05,0.000110793086215815,0.0037778373963237,1.35403173290952,10
"pp[2,82]",0.0427174213208618,0.0344666687119555,0.00645857686802197,0.0189374376879388,0.0333089437390021,0.055753267298341,0.137142473148789,1.0513382953947,51
"pp[3,82]",0.956923910283893,0.0346871414115015,0.86273343497124,0.943625152477843,0.966337271505616,0.980948456023219,0.993536272550296,1.03402519541941,98
"pp[1,83]",0.000429868735674232,0.00132844558192722,9.0129251465056e-08,8.11714100586209e-06,3.4377088384926e-05,0.000141292497438496,0.00447161269567393,1.35345020534012,10
"pp[2,83]",0.0480072920705911,0.0375745498389085,0.00751900899934963,0.0217251635330095,0.0379987971521851,0.0628046549229195,0.149046668853455,1.04992712950655,53
"pp[3,83]",0.951562839193735,0.0378323603064087,0.850456501932566,0.936410293937077,0.961704314769589,0.97796678270148,0.992473557585673,1.03266691101886,100
"pp[1,84]",0.000515193308260727,0.0015683796759061,1.2960508934254e-07,1.0624355678291e-05,4.49565319434832e-05,0.00018237428063241,0.00525531122919946,1.35277335563592,10
"pp[2,84]",0.053929846171899,0.0409257754544862,0.00875367450534758,0.0251755250182534,0.0428134514521098,0.0709602035974031,0.162566979267184,1.04844958847904,54
"pp[3,84]",0.94555496051984,0.0412264527915906,0.836249818865232,0.928447532749096,0.956337620437747,0.974520953163192,0.99122024786681,1.0313210599423,100
"pp[1,85]",0.000617415312695387,0.00185009854031675,1.83973382675155e-07,1.40204150743834e-05,5.85513195489512e-05,0.000230338681416069,0.00623244012920758,1.35199238974475,10
"pp[2,85]",0.0605518658362026,0.0445306787353289,0.0102871679796166,0.0289872612111254,0.0490698988782668,0.0796470479132646,0.178174316839605,1.04690546736614,56
"pp[3,85]",0.938830718851102,0.0448803246451904,0.821238004721602,0.919491432272929,0.950400756149033,0.970587746609491,0.989640533703306,1.02998918646085,100
"pp[1,86]",0.000739837120484681,0.00218034518168565,2.61019999100911e-07,1.8701621979386e-05,7.61123202427161e-05,0.000293031665673439,0.00741786629969637,1.35109780802087,10
"pp[2,86]",0.0679444718784703,0.0483979467640955,0.0121346518350495,0.0335170960658515,0.0560586571252486,0.0897967410811916,0.193617128039661,1.04529505634288,58
"pp[3,86]",0.931315691001045,0.0488032158512214,0.806283729195019,0.909518830060275,0.943416364034387,0.966144676401584,0.987826985746283,1.02867317500139,100
"pp[1,87]",0.000886384854204437,0.00256678206744775,3.704057477864e-07,2.47778173607592e-05,9.92356016770987e-05,0.000372884712424287,0.00873342116163152,1.35007939437416,10
"pp[2,87]",0.0761826019160297,0.0525340068970509,0.0143324818304926,0.0382787062053373,0.0635410771833144,0.100365274380377,0.212697922856679,1.04361920277501,60
"pp[3,87]",0.922931013229766,0.053002055328562,0.786336556343808,0.89871854747363,0.935694924072799,0.961124505148053,0.985653265735903,1.02737523321576,110
"pp[1,88]",0.00106171744965567,0.00301806722982272,5.2901641753616e-07,3.2556786137894e-05,0.000129280746488916,0.000473461708112613,0.01026047890745,1.34892622205509,10
"pp[2,88]",0.085344205606975,0.0569422918332785,0.0166528797635662,0.0437103553301296,0.0721796722683899,0.112304272495731,0.231774066119181,1.04187937059132,62
"pp[3,88]",0.913594076943369,0.0574806850861083,0.766427000351469,0.886080142614482,0.927104163238631,0.955450065309357,0.983290509891105,1.02609782434722,110
"pp[1,89]",0.00127135152836924,0.00354392303776336,7.77389916250359e-07,4.30356329844631e-05,0.000168038737573955,0.000603864016793446,0.0120511265503327,1.34762668057826,10
"pp[2,89]",0.0955091008150517,0.0616223706827683,0.0194172644127927,0.050055723249777,0.0814100096029926,0.125673303647343,0.248974887106677,1.04007769445838,65
"pp[3,89]",0.903219547656579,0.0622389401321133,0.748937592735576,0.872729877866083,0.917415708291174,0.948992093664391,0.980477043030483,1.02484353692109,110
"pp[1,90]",0.00152180318242229,0.0041551935113548,1.1421724164777e-06,5.6751723306952e-05,0.000217648075953685,0.000779691276081866,0.0141381878790321,1.34616852826208,10
"pp[2,90]",0.106757436332235,0.0665689393534331,0.0226054370115513,0.057110396803995,0.0922044701497173,0.140785416086665,0.268282155987606,1.03821702603048,68
"pp[3,90]",0.891720760485343,0.0672715768050095,0.728871741255029,0.857807383748268,0.90686880271438,0.941581909580183,0.977260510093457,1.02361488917254,110
"pp[1,91]",0.00182074737934857,0.00486388572216304,1.63097840641263e-06,7.49818798153771e-05,0.000280438211307484,0.000989117451593377,0.016488044068044,1.3445389743794,10
"pp[2,91]",0.119167714414511,0.0717706759864819,0.0262298788622296,0.0650610467910309,0.104368784976068,0.156903695540166,0.2915371030926,1.03630096954576,71
"pp[3,91]",0.87901153820614,0.0725670549523738,0.704725690199387,0.84072088738122,0.894412167939021,0.933147720713602,0.973556298866528,1.02241408067768,120
"pp[1,92]",0.00217719508490492,0.00568319074923895,2.35999699140383e-06,9.89574612667074e-05,0.000360101808367258,0.0012474370906926,0.0193969494343627,1.34272479385887,10
"pp[2,92]",0.132814341734667,0.0772089882880366,0.0306140584820763,0.0743869442176589,0.117630590498276,0.174756728483291,0.31875096982037,1.03433390446074,75
"pp[3,92]",0.865008463180428,0.078106200751119,0.67832281470427,0.822545119223152,0.880155640824813,0.923921477080578,0.969358387820622,1.02124272255551,120
"pp[1,93]",0.00260168732985517,0.00662747989420099,3.3177653964872e-06,0.000130104551726729,0.000464322670205158,0.00159026183286023,0.0226946209246915,1.34071247578113,10
"pp[2,93]",0.147764701957153,0.0828567107168636,0.0353511055855906,0.084831631237821,0.132706779121711,0.194065411905662,0.347332426467253,1.03232099398727,80
"pp[3,93]",0.849633610712992,0.0838608080168894,0.650078831915729,0.80291399821009,0.864698611875066,0.913410039840248,0.963834847600185,1.02010159597508,120
"pp[1,94]",0.00310650427900622,0.00771227239443901,4.77621052424607e-06,0.000170929534449164,0.00060103062216373,0.00198187621026732,0.0264608105645894,1.33848840460655,10
"pp[2,94]",0.164075777733557,0.0886768494389681,0.039832811354795,0.0963478340687503,0.149344569303069,0.215156332459623,0.374051378367981,1.03026818082432,85
"pp[3,94]",0.832817717987437,0.0897922751883223,0.62327316611297,0.780456589074868,0.847136237495018,0.901185863690058,0.957712850997803,1.01899049998792,130
"pp[1,95]",0.00370588588726379,0.00895417162309768,6.77843499367119e-06,0.000222456895712204,0.000772191270557419,0.00248750402429301,0.0308278921204298,1.33603907031197,10
"pp[2,95]",0.181790393932037,0.0946215168801813,0.0457872939590824,0.109109899122172,0.167540395455755,0.23781556413991,0.400494231170502,1.02818217578003,92
"pp[3,95]",0.814503720180699,0.0958504176638246,0.593997798256195,0.757565533552702,0.828961864102649,0.887896771649662,0.95159539708248,1.01790824701538,130
"pp[1,96]",0.00441625898413163,0.0103707675496342,9.60325080062691e-06,0.000292080755777386,0.000987997740249692,0.00310944382172827,0.0356543742732777,1.3333513007295,10
"pp[2,96]",0.20093320503399,0.100631236719171,0.0536671662776587,0.12344779483511,0.186872208814118,0.261834957245077,0.431348994938283,1.02607045228305,100
"pp[3,96]",0.794650535981879,0.101972631720548,0.562574952203312,0.732596691956381,0.808115270645345,0.872946708678405,0.944526627561878,1.01685284346396,140
"pp[1,97]",0.0052564637173225,0.0119805038163957,1.35833163843539e-05,0.00038351740351824,0.00125471624214587,0.00391866386880959,0.0411195364538422,1.3304125068575,10
"pp[2,97]",0.22150660359503,0.106634822871824,0.0615014424853368,0.139420346491101,0.208097390197527,0.287027887854461,0.463109882901491,1.02394127105991,110
"pp[3,97]",0.773236932687648,0.108083605342092,0.530268620415924,0.70571323992873,0.786455508415805,0.85591233588701,0.935861816463063,1.01582185555589,140
"pp[1,98]",0.00624797039602267,0.0138025079515051,1.9475240933165e-05,0.000495780992273806,0.00160247461739516,0.00486200182849792,0.0473721038741603,1.3272109303487,10
"pp[2,98]",0.243486777418097,0.112550031855843,0.0716022359996884,0.156251237935137,0.230693242222055,0.314893466450716,0.498292833917067,1.0218037756313,120
"pp[3,98]",0.75026525218588,0.114095762370133,0.492917269086704,0.676669194519679,0.762464218719247,0.838358298372413,0.926420402858365,1.01481291529322,150
"pp[1,99]",0.00741507618399984,0.0158563829479772,2.74833493740238e-05,0.000643701853004544,0.00203437331839918,0.00600230378269375,0.0543079342024456,1.32373588236784,10
"pp[2,99]",0.266820183302986,0.118285151149031,0.0822127990186346,0.174637522088763,0.253763028534298,0.344522692945826,0.528160703168686,1.01966822178909,130
"pp[3,99]",0.725764740513015,0.119910583917008,0.461382356160337,0.647340265179046,0.7378315980465,0.81892088874922,0.915336401671326,1.0138242822612,160
"pp[1,100]",0.00878507015120706,0.0181619580400476,3.79512851358718e-05,0.000819885963146376,0.00257987528359065,0.00740364829101777,0.063257738219494,1.31997796497999,11
"pp[2,100]",0.291420727205422,0.123741618481994,0.0929095390944536,0.19439937342558,0.279813813135338,0.37460096184485,0.559709064732446,1.01754643359147,150
"pp[3,100]",0.69979420264337,0.125420877032799,0.428475770864292,0.615373675751786,0.710450992403428,0.798014971662716,0.903687250703051,1.01285535718175,170
"pp[1,101]",0.0103883552568115,0.0207389969955253,5.26490319032418e-05,0.00105199160017835,0.00324654292653362,0.00907937123410933,0.0720335407701789,1.31592927026188,11
"pp[2,101]",0.317167937390839,0.128817677417928,0.106517625753667,0.216672372863378,0.306414636373732,0.404405064804983,0.58793154461009,1.01545261461728,170
"pp[3,101]",0.672443707352349,0.130513964866778,0.396805999124293,0.582689898654731,0.681683968810295,0.774565467910371,0.889551003585298,1.01190704996538,180
"pp[1,102]",0.0122585171577507,0.0236068654837454,7.35973480802236e-05,0.00134172887984086,0.00406037665521427,0.0112049061798799,0.0827511120906937,1.31158355799836,11
"pp[2,102]",0.343906383780601,0.133412976634712,0.120076328017444,0.240104869258521,0.334902957251838,0.437567463675238,0.620239650162804,1.01340468427612,200
"pp[3,102]",0.643835099061648,0.135075669797891,0.366339354031055,0.548760104227062,0.651491796595503,0.749199929451699,0.87358409918738,1.01098193618064,200
"pp[1,103]",0.0144323322916702,0.0267841675014576,0.000101137936112785,0.00170233534915223,0.00505120697500866,0.0136863985114098,0.0953259291274505,1.30693641910379,11
"pp[2,103]",0.37144653159115,0.137433928679539,0.135982706754906,0.265144908520747,0.36434999959929,0.469567182658195,0.651067630681081,1.0114263483328,230
"pp[3,103]",0.61412113611718,0.138994868203123,0.338056355580611,0.514393373135981,0.61987609264755,0.7214375420707,0.855462419538469,1.01008418093423,210
"pp[1,104]",0.0169497109812748,0.0302883754069045,0.000138864041370753,0.00214621527797123,0.00624995028389785,0.0165581863030872,0.108407309863685,1.30198543710901,11
"pp[2,104]",0.399567123393773,0.140799571085739,0.153676762448381,0.291884387829436,0.395383754724339,0.501910569212358,0.678701024575399,1.00955013413257,270
"pp[3,104]",0.583483165624952,0.142168328938689,0.307907540067852,0.480270463919723,0.587563858948742,0.693209937113193,0.836211292812486,1.00921925463975,240
"pp[1,105]",0.0198535743018663,0.0341354935521669,0.000188604617233559,0.00270795428210398,0.00773568995639841,0.0200284594671965,0.123912193029279,1.29673036190171,11
"pp[2,105]",0.428019068644032,0.143447625593101,0.17240841885802,0.320882205008471,0.425231616663184,0.532764188749326,0.707246548242274,1.0078215888286,320
"pp[3,105]",0.552127357054102,0.144505518384463,0.279072727749806,0.445791730138804,0.554100615631756,0.66300724977968,0.815981544823842,1.00839350011892,260
"pp[1,106]",0.023189664822516,0.0383397952513033,0.000255028197907964,0.00338457590502411,0.00947349775049339,0.0241005141418435,0.138376964832237,1.29117330587711,11
"pp[2,106]",0.456530696042268,0.145340427844526,0.191416314565595,0.348810053403609,0.45643700865876,0.56388777945394,0.733575456133257,1.00630468375013,380
"pp[3,106]",0.520279639135216,0.145933062610588,0.248267682883245,0.411793852259832,0.519119255313682,0.629507655985304,0.792209432888331,1.00761362968529,290
"pp[1,107]",0.0270062903765007,0.0429136326722291,0.000332094162053181,0.00421839162151195,0.0115679518556749,0.0287904285641681,0.15512983822918,1.28531896099096,12
"pp[2,107]",0.484814107792558,0.146470388243821,0.209213775186616,0.377100165777074,0.486499386554728,0.593143652742158,0.760535947002602,1.00508806700176,440
"pp[3,107]",0.488179601830941,0.146398586375843,0.221853338634026,0.377640128690146,0.483095485129189,0.59662852926403,0.767607297528723,1.00688623430765,330
"pp[1,108]",0.031353997919215,0.0478672292708061,0.000442916400896837,0.00523142650382154,0.0141546166759795,0.0344788236176568,0.173336537134585,1.27917481672906,12
"pp[2,108]",0.512572282747118,0.146864625904983,0.229084581187792,0.405917449798752,0.515545637040934,0.62265620296927,0.784461943691476,1.00470511476471,480
"pp[3,108]",0.456073719333667,0.145873677182909,0.198065913838995,0.344902522727043,0.449991676451397,0.561127848627322,0.741925308279603,1.00621737717612,380
"pp[1,109]",0.0362851747605841,0.05320826102467,0.00059142111778527,0.00637821247025389,0.0171256486795807,0.0404499028542876,0.191709474294381,1.27275133889809,12
"pp[2,109]",0.539506520971096,0.14658837340846,0.251641897444149,0.434679524556231,0.544622004471371,0.649781417594346,0.802747863401661,1.00479618210339,470
